//버전	//변수명	명칭	기본생성개수	최대곂침개수	1차아이템종류	2차아이템종류	3차아이템종류	아이템직업소속	소비불가	사용가능	사용성별	가격	내구력	마모도	수리회수	잡는형식	속성	장착위치	장착위치	파츠파일	제거될위치	기본부위무시	아이템레벨	희귀성	상점판매가능	로그남길것	상용화 판단	필요 아이템종류	필요 아이템	최소능력	최대능력	공격 속성	속성 공격력	회피율	블럭율		최대추가스킬	공격 스타일	무기종류	아이템1차공격순서	아이템2차공격순서	아이템3차공격순서	아이템4차공격순서	지속피해	최대장전개수	반동	장전시간	추가공격성공률	공격속도	타격시 반동	공격범위	적용확률	적용대상1	적용대상2	적용대상3	적용값1	적용값2	적용값3	적용변화값1	적용변화값2	적용변화값3	참조값 1	참조값 2	참조값 3	발동 마법	발동 레벨	마법 확률	필요MP	필요EP	학과필요레벨	선행스킬1	선행스킬레벨1	선행스킬2	선행스킬 레벨2	기술준비	기술 준비시간	기술 시전거리	원소이펙트	사용 효과(시전효과)	효과 2 (발사체)	"효과 3 (발동효과,타겟)"	효과 4(유지효과)	"효과 5(발동효과,시전자)"	사용 모션	유지시간	지속시간	발동대상	사용시기	마법범위	마법속성	무기종류설정	보석옵션설정	변환될무기설정	변환될확률설정	레드칩액수설정	참조수치2	기술속성	전기저항	불저항	바람저항	물저항	땅저항	악행	숙련레벨	최대숙련레벨	서브디파인위치	현재경험치	연속기술방식	비행속도	비행선회각(좌우)	비행선회각(상하)	비행제한레벨	비행연료충전량	가속연료충전량	팩당연료충전량	제한레벨1	반사광	공격음1(무기 타격음)	공격음2(무기 크리티컬)	아이콘파일	퀘스트 ID	텍스트 파일명	설명
//ver6	//dwID	szName	dwNum	dwPackMax	dwItemKind1	dwItemKind2	dwItemKind3	dwItemJob	bPermanence	dwUseable	dwItemSex	dwCost	dwEndurance	nAbrasion	nMaxRepair	dwHanded	dwFlag	dwParts	dwPartsub	bPartFile	dwExclusive	dwBasePartsIgnore	dwItemLV	dwItemRare	dwShopAble	bLog	bCharged	dwLinkKindBullet	dwLinkKind	dwAbilityMin	dwAbilityMax	eItemType	wItemEAtk	dwParry	dwBlockRating	dwAddSkillMin	dwAddSkillMax	dwAtkStyle	dwWeaponType	dwItemAtkOrder1	dwItemAtkOrder2	dwItemAtkOrder3	dwItemAtkOrder4	bContinuousPain	dwShellQuantity	dwRecoil	dwLoadingTime	nAdjHitRate	dwAttackSpeed	dwDmgShift	dwAttackRange	dwProbability	dwDestParam1	dwDestParam2	dwDestParam3	nAdjParamVal1	nAdjParamVal2	nAdjParamVal3	dwChgParamVal1	dwChgParamVal2	dwChgParamVal3	dwdestData1	dwdestData2	dwdestData3	dwactiveskill	dwactiveskillLv	dwactiveskillper	dwReqMp	dwRepFp	dwReqDisLV	dwReSkill1	dwReSkillLevel1	dwReSkill2	dwReSkillLevel2	dwSkillReadyType	dwSkillReady	dwSkillRange	dwSfxElemental	dwSfxObj	dwSfxObj2	dwSfxObj3	dwSfxObj4	dwSfxObj5	"dwUseMotion(01,02,03 번호 붙여 다음 동작연결)"	dwCircleTime	dwSkillTime	dwExeTarget	dwUseChance	dwSpellRegion	dwSpellType	dwReferStat1	dwReferStat2	dwReferTarget1	dwReferTarget2	dwReferValue1	dwReferValue2	dwSkillType	fItemResistElecricity	fItemResistFire	fItemResistWind	fItemResistWater	fItemResistEarth	nEvildoing	dwExpertLV	ExpertMax	dwSubDefine	dwExp	dwComboStyle	fFlightSpeed	fFlightLRAngle	fFlightTBAngle	dwFlightLimit	dwFFuelReMax	dwAFuelReMax	dwFuelRe	dwLimitLevel1	dwReflect	dwSndAttack1	dwSndAttack2	szIcon	dwQuestID	szTextFile	szComment
6	II_WEA_AXE_RAPTOR	IDS_PROPITEM_TXT_000164	1	1	IK1_WEAPON	IK2_WEAPON_DIRECT	IK3_AXE	JOB_MERCENARY	TRUE	=	=	153300	8000000	100	180	HD_ONE	=	PARTS_RWEAPON	=	0	=	=	48	48	1	1	=	=	=	144	152	_NONE	0	0	0	0	0	=	WT_MELEE_AXE	AS_DIAGONAL	AS_VERTICAL	AS_HORIZONTAL	AS_THRUST	=	=	=	=	=	0.06	=	AR_SHORT	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	XI_HIT_SWORD01	=	=	=	=	=	=	=	=	=	WEAPON_GENERAL	=	=	=	=	=	=	0	0	0	0	0	0	=	=	=	=	=	=	=	=	=	=	=	=	47	=	SND_PC_DMGSWDM	SND_PC_DMGSWDC	"""itm_WeaAxeWar.dds"""	0	""""""	IDS_PROPITEM_TXT_000165
6	II_WEA_AXE_BERK	IDS_PROPITEM_TXT_000168	1	1	IK1_WEAPON	IK2_WEAPON_DIRECT	IK3_AXE	JOB_MERCENARY	TRUE	=	=	200500	8000000	100	180	HD_ONE	=	PARTS_RWEAPON	=	0	=	=	52	52	1	1	=	=	=	148	156	_NONE	0	0	0	0	0	=	WT_MELEE_AXE	AS_DIAGONAL	AS_VERTICAL	AS_HORIZONTAL	AS_THRUST	=	=	=	=	=	0.06	=	AR_SHORT	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	XI_HIT_SWORD01	=	=	=	=	=	=	=	=	=	WEAPON_GENERAL	=	=	=	=	=	=	0	0	0	0	0	0	=	=	=	=	=	=	=	=	=	=	=	=	47	=	SND_PC_DMGSWDM	SND_PC_DMGSWDC	"""itm_WeaAxeZailon.dds"""	0	""""""	IDS_PROPITEM_TXT_000169
6	II_WEA_AXE_ARDALIN	IDS_PROPITEM_TXT_000172	1	1	IK1_WEAPON	IK2_WEAPON_DIRECT	IK3_AXE	JOB_MERCENARY	TRUE	=	=	274000	8000000	100	180	HD_ONE	=	PARTS_RWEAPON	=	0	=	=	56	56	1	1	=	=	=	162	170	_NONE	0	0	0	0	0	=	WT_MELEE_AXE	AS_DIAGONAL	AS_VERTICAL	AS_HORIZONTAL	AS_THRUST	=	=	=	=	=	0.06	=	AR_SHORT	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	XI_HIT_SWORD01	=	=	=	=	=	=	=	=	=	WEAPON_GENERAL	=	=	=	=	=	=	0	0	0	0	0	0	=	=	=	=	=	=	=	=	=	=	=	=	55	=	SND_PC_DMGSWDH	SND_PC_DMGSWDC	"""itm_WeaAxeForge.dds"""	0	""""""	IDS_PROPITEM_TXT_000173
6	II_WEA_AXE_DOLPHIN	IDS_PROPITEM_TXT_000176	1	1	IK1_WEAPON	IK2_WEAPON_DIRECT	IK3_AXE	JOB_MERCENARY	TRUE	=	=	448300	8000000	100	180	HD_ONE	=	PARTS_RWEAPON	=	0	=	=	60	60	1	1	=	=	=	166	174	_NONE	0	0	0	0	0	=	WT_MELEE_AXE	AS_DIAGONAL	AS_VERTICAL	AS_HORIZONTAL	AS_THRUST	=	=	=	=	=	0.06	=	AR_SHORT	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	XI_HIT_SWORD01	=	=	=	=	=	=	=	=	=	WEAPON_GENERAL	=	=	=	=	=	=	0	0	0	0	0	0	=	=	=	=	=	=	=	=	=	=	=	=	55	=	SND_PC_DMGSWDH	SND_PC_DMGSWDC	"""itm_WeaAxeGalaxy.dds"""	0	""""""	IDS_PROPITEM_TXT_000177
6	II_WEA_AXE_BONEBAR	IDS_PROPITEM_TXT_000180	1	1	IK1_WEAPON	IK2_WEAPON_DIRECT	IK3_AXE	JOB_MERCENARY	TRUE	=	=	626800	8000000	100	180	HD_ONE	=	PARTS_RWEAPON	=	0	=	=	65	65	1	1	=	=	=	198	206	_NONE	0	0	0	0	0	=	WT_MELEE_AXE	AS_DIAGONAL	AS_VERTICAL	AS_HORIZONTAL	AS_THRUST	=	=	=	=	=	0.06	=	AR_SHORT	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	XI_HIT_SWORD01	=	=	=	=	=	=	=	=	=	WEAPON_GENERAL	=	II_WEA_AXE_SUHO	20000	=	=	=	0	0	0	0	0	0	=	=	=	=	=	=	=	=	=	=	=	=	64	=	SND_PC_DMGSWDH	SND_PC_DMGSWDC	"""itm_WeaAxeRibten.dds"""	0	""""""	IDS_PROPITEM_TXT_000181
6	II_WEA_AXE_LUXIOR	IDS_PROPITEM_TXT_000184	1	1	IK1_WEAPON	IK2_WEAPON_DIRECT	IK3_AXE	JOB_MERCENARY	TRUE	=	=	1126600	8000000	100	180	HD_ONE	=	PARTS_RWEAPON	=	0	=	=	70	70	1	1	=	=	=	219	227	_NONE	0	0	0	0	0	=	WT_MELEE_AXE	AS_DIAGONAL	AS_VERTICAL	AS_HORIZONTAL	AS_THRUST	=	=	=	=	=	0.06	=	AR_SHORT	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	XI_HIT_SWORD01	=	=	=	=	=	=	=	=	=	WEAPON_GENERAL	=	II_WEA_AXE_SUHO	25000	=	=	=	0	0	0	0	0	0	=	=	=	=	=	=	=	=	=	=	=	=	70	=	SND_PC_DMGSWDH	SND_PC_DMGSWDC	"""itm_WeaAxeCantes.dds"""	0	""""""	IDS_PROPITEM_TXT_000185
6	II_WEA_AXE_EXHOUST	IDS_PROPITEM_TXT_000188	1	1	IK1_WEAPON	IK2_WEAPON_DIRECT	IK3_AXE	JOB_MERCENARY	TRUE	=	=	1731400	8000000	100	180	HD_ONE	=	PARTS_RWEAPON	=	0	=	=	76	76	1	1	=	=	=	235	243	_NONE	0	0	0	0	0	=	WT_MELEE_AXE	AS_DIAGONAL	AS_VERTICAL	AS_HORIZONTAL	AS_THRUST	=	=	=	=	=	0.06	=	AR_SHORT	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	XI_HIT_SWORD01	=	=	=	=	=	=	=	=	=	WEAPON_GENERAL	=	II_WEA_AXE_USU	15000	=	=	=	0	0	0	0	0	0	=	=	=	=	=	=	=	=	=	=	=	=	75	=	SND_PC_DMGSWDH	SND_PC_DMGSWDC	"""itm_WeaAxeStormp.dds"""	0	""""""	IDS_PROPITEM_TXT_000189
6	II_WEA_AXE_SHAKYFIN	IDS_PROPITEM_TXT_000192	1	1	IK1_WEAPON	IK2_WEAPON_DIRECT	IK3_AXE	JOB_MERCENARY	TRUE	=	=	2963100	8000000	100	180	HD_ONE	=	PARTS_RWEAPON	=	0	=	=	80	80	1	1	=	=	=	263	271	_NONE	0	0	0	0	0	=	WT_MELEE_AXE	AS_DIAGONAL	AS_VERTICAL	AS_HORIZONTAL	AS_THRUST	=	=	=	=	=	0.06	=	AR_SHORT	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	XI_HIT_SWORD01	=	=	=	=	=	=	=	=	=	WEAPON_GENERAL	=	II_WEA_AXE_USU	20000	=	=	=	0	0	0	0	0	0	=	=	=	=	=	=	=	=	=	=	=	=	80	=	SND_PC_DMGSWDH	SND_PC_DMGSWDC	"""itm_WeaAxeNeedre.dds"""	0	""""""	IDS_PROPITEM_TXT_000193
6	II_WEA_AXE_HITCH	IDS_PROPITEM_TXT_000196	1	1	IK1_WEAPON	IK2_WEAPON_DIRECT	IK3_AXE	JOB_MERCENARY	TRUE	=	=	3452400	8000000	100	180	HD_ONE	=	PARTS_RWEAPON	=	0	=	=	86	86	1	1	=	=	=	267	275	_NONE	0	0	0	0	0	=	WT_MELEE_AXE	AS_DIAGONAL	AS_VERTICAL	AS_HORIZONTAL	AS_THRUST	=	=	=	=	=	0.06	=	AR_SHORT	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	XI_HIT_SWORD01	=	=	=	=	=	=	=	=	=	WEAPON_GENERAL	=	II_WEA_AXE_USU	25000	=	=	=	0	0	0	0	0	0	=	=	=	=	=	=	=	=	=	=	=	=	85	=	SND_PC_DMGSWDH	SND_PC_DMGSWDC	"""itm_WeaAxePhante.dds"""	0	""""""	IDS_PROPITEM_TXT_000197
6	II_WEA_AXE_CATCHY	IDS_PROPITEM_TXT_000200	1	1	IK1_WEAPON	IK2_WEAPON_DIRECT	IK3_AXE	JOB_MERCENARY	TRUE	=	=	3915400	8000000	100	180	HD_ONE	=	PARTS_RWEAPON	=	0	=	=	92	92	=	1	=	=	=	281	289	_NONE	0	0	0	0	0	=	WT_MELEE_AXE	AS_DIAGONAL	AS_VERTICAL	AS_HORIZONTAL	AS_THRUST	=	=	=	=	=	0.06	=	AR_SHORT	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	XI_HIT_SWORD01	=	=	=	=	=	=	=	=	=	WEAPON_GENERAL	=	II_WEA_AXE_ANGEL	15000	=	=	=	0	0	0	0	0	0	=	=	=	=	=	=	=	=	=	=	=	=	90	=	SND_PC_DMGSWDH	SND_PC_DMGSWDC	"""itm_WeaAxeButerf.dds"""	0	""""""	IDS_PROPITEM_TXT_000201
