//변수명,명칭,영문명칭,일어명칭,중국명칭,태국명칭,기본생성개수,최대곂침개수,1차아이템종류,2차아이템종류,3차아이템종류,아이템직업소속,소비불가,사용가능,사용성별,무게,가격,게임머니,내구력,수리횟수,수리불가능,고장유무,마모도,경도,잡는형식,굽높이,장착위치,장착위치,파츠파일,제거될위치,기본부위무시,아이템레벨,추가레벨,희귀성,상점판매가능,로그남길것,공격속도 감소,필요 아이템,필요 아이템종류,최소능력,최대능력,공격 속성,속성 공격력,최소추가스킬,최대추가스킬,공격 스타일,타격방식,무기종류,아이템1차공격순서,아이템2차공격순서,아이템3차공격순서,아이템4차공격순서,아이템1차공격동작,아이템2차공격동작,아이템3차공격동작,아이템4차공격동작,지속피해,최대장전개수,반동,구경,연발률,장전시간,추가공격성공률,추가 마법성공률,공격속도,타격시 반동,공격범위,추가판정치,적용대상1,적용대상2,적용값1,적용값2,적용변화값1,적용변화값2,필요직업,필요힘,필요체력,필요민첩,필요지능,필요MP,필요EP,직업필요레벨,학과필요레벨,기술준비,기술 준비시간,기술 시전거리,원소이펙트,사용 효과,효과 2 (2차 효과),효과 3 (3차 효과),사용 모션,유지시간,지속시간,발동시기,발동대상,사용시기,마법범위,마법속성,참조스탯1,참조스탯2,참조타겟1,참조타겟2,참조수치1,참조수치2,기술속성,마법저항,전기저항,불저항,바람저항,물저항,땅저항,마법증폭,마법퓨전,악행,성장유무,생산유무,숙련레벨,최대숙련레벨,서브디파인위치,현재경험치,기술숙련치,연속기술방식,콤보스킬타임,카드타입,비행속도,비행선회각(좌우),비행선회각(상하),비행제한레벨,비행연료충전량,비행연료소비량,가속연료충전량,팩당연료충전량,직업제한1,제한레벨1,직업제한2,제한레벨2,반사광,공격음1(무기 타격음),공격음2(무기 크리티컬),공격음3(무기 휘두름음1),공격음4(무기 휘두름음2),방어음,타격음(충전소리),피해음,뛸때 추가음,아이콘파일,설명,영어설명,일어설명,중국어설명,태국어설명
//dwID,szName,szNameEn,"""""","""""","""""",dwNum,dwPackMax,dwItemKind1,dwItemKind2,dwItemKind3,dwItemJob,bPermanence,dwUseable,dwItemSex,dwWeight,dwCost,dwCash,dwEndurance,dwRepairNumber,bRepairUnable,bJammed,nAbrasion,nHardness,dwHanded,dwHeelH,dwParts,dwPartsub,bPartFile,dwExclusive,dwBasePartsIgnore,dwItemLV,dwAddLV,dwItemRare,dwShopAble,bLog,dwSpeedPenalty,dwLinkItem,dwLinkKind,dwAbilityMin,dwAbilityMax,eItemType,wItemEAtk,dwAddSkillMin,dwAddSkillMax,dwAtkStyle,dwAtkType,dwWeaponType,dwItemAtkOrder1,dwItemAtkOrder2,dwItemAtkOrder3,dwItemAtkOrder4,dwItemMotion1,dwItemMotion2,dwItemMotion3,dwItemMotion4,bContinuousPain,dwShellQuantity,dwRecoil,dwCaliber,dwBarrageRate,dwLoadingTime,nAdjHitRate,nAdjSpellRate,dwAttackSpeed,dwDmgShift,dwAttackRange,dwAdjRoll,dwDestParam1,dwDestParam2,nAdjParamVal1,nAdjParamVal2,dwChgParamVal1,dwChgParamVal2,dwReqJob,dwReqStr,dwReqSta,dwReqDex,dwReqInt,dwReqMp,dwRepFp,dwReqJobLV,dwReqDisLV,dwSkillReadyType,dwSkillReady,dwSkillRange,dwSfxElemental,dwSfxObj,dwSfxObj2,dwSfxObj3,"dwUseMotion(01,02,03 번호 붙여 다음 동작연결)",dwCircleTime,dwSkillTime,dwExeChance,dwExeTarget,dwUseChance,dwSpellRegion,dwSpellType,dwReferStat1,dwReferStat2,dwReferTarget1,dwReferTarget2,dwReferValue1,dwReferValue2,dwSkillType,dwItemResistMagic,fItemResistElecricity,fItemResistFire,fItemResistWind,fItemResistWater,fItemResistEarth,bAmplification,bFusion,nEvildoing,bGrow,bCraft,dwExpertLV,ExpertMax,dwSubDefine,dwExp,LVRatio,dwComboStyle,dwComboSkillTime,dwCardType,fFlightSpeed,fFlightLRAngle,fFlightTBAngle,dwFlightLimit,dwFFuelReMax,dwFFuelSp,dwAFuelReMax,dwFuelRe,dwLimitJob1,dwLimitLevel1,dwLimitJob2,dwLimitLevel2,dwReflect,dwSndAttack1,dwSndAttack2,dwSndAttack3,dwSndAttack4,dwSndDefense,dwSndHit,dwSndDamage,dwSndClang,szIcon,szComment,"""""","""""","""""",""""""
II_WEA_SWO_WOODEN,"""우든소드""","""Wooden Sword""","""ウッド?ソ?ド""","""""","""""",1,1,IK1_WEAPON,IK2_WEAPON_DIRECT,IK3_SWD,JOB_VAGRANT,TRUE,=,=,10,60,=,7200000,=,=,=,130,0,HD_ONE,=,PARTS_RWEAPON,=,0,=,=,2,=,2,1,1,=,=,=,3,4,_NONE,0,0,0,=,AT_SLASH,WT_MELEE_SWD,AS_HORIZONTAL,AS_DIAGONAL,AS_VERTICAL,AS_THRUST,=,=,=,=,=,=,=,=,=,=,=,=,=,=,AR_SHORT,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,XI_HIT_SWORD01,XI_HIT_SWORD01,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,0,0,0,0,0,0,=,=,=,=,1,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,1,=,=,=,SND_PC_DMGSWD,SND_PC_DMGSWDC,=,=,=,=,=,=,"""itm_WeaSwoWooden.dds""","""""","""""","""""","""""",""""""
II_WEA_SWO_NORMAL,"""노멀소드""","""Normal Sword""","""ノ?マル?ソ?ド""","""""","""""",1,1,IK1_WEAPON,IK2_WEAPON_DIRECT,IK3_SWD,JOB_VAGRANT,TRUE,=,=,10,190,=,7200000,=,=,=,130,0,HD_ONE,=,PARTS_RWEAPON,=,0,=,=,4,=,4,1,1,=,=,=,10,12,_NONE,0,0,0,=,AT_SLASH,WT_MELEE_SWD,AS_HORIZONTAL,AS_DIAGONAL,AS_VERTICAL,AS_THRUST,=,=,=,=,=,=,=,=,=,=,=,=,=,=,AR_SHORT,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,XI_HIT_SWORD01,XI_HIT_SWORD01,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,0,0,0,0,0,0,=,=,=,=,1,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,1,=,=,=,SND_PC_DMGSWD,SND_PC_DMGSWDC,=,=,=,=,=,=,"""itm_WeaSwoNormal.dds""","""""","""""","""""","""""",""""""
II_WEA_SWO_LONG,"""롱소드""","""Long Sword""","""ロング?ソ?ド""","""""","""""",1,1,IK1_WEAPON,IK2_WEAPON_DIRECT,IK3_SWD,JOB_VAGRANT,TRUE,=,=,10,260,=,7200000,=,=,=,130,0,HD_ONE,=,PARTS_RWEAPON,=,0,=,=,5,=,5,1,1,=,=,=,12,14,_NONE,0,0,0,=,AT_SLASH,WT_MELEE_SWD,AS_HORIZONTAL,AS_DIAGONAL,AS_VERTICAL,AS_THRUST,=,=,=,=,=,=,=,=,=,=,=,=,=,=,AR_SHORT,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,XI_HIT_SWORD01,XI_HIT_SWORD01,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,0,0,0,0,0,0,=,=,=,=,1,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,1,=,=,=,SND_PC_DMGSWD,SND_PC_DMGSWDC,=,=,=,=,=,=,"""itm_WeaSwoNormal.dds""","""""","""""","""""","""""",""""""
II_WEA_SWO_HANDSAW,"""핸드소""","""Hand Saw""","""ファイタ??ソ?ド""","""""","""""",1,1,IK1_WEAPON,IK2_WEAPON_DIRECT,IK3_SWD,JOB_VAGRANT,TRUE,=,=,10,590,=,7200000,=,=,=,130,0,HD_ONE,=,PARTS_RWEAPON,=,0,=,=,7,=,7,1,1,=,=,=,14,16,_NONE,0,0,0,=,AT_SLASH,WT_MELEE_SWD,AS_HORIZONTAL,AS_DIAGONAL,AS_VERTICAL,AS_THRUST,=,=,=,=,=,=,=,=,=,=,=,=,=,=,AR_SHORT,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,XI_HIT_SWORD01,XI_HIT_SWORD01,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,0,0,0,0,0,0,=,=,=,=,1,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,6,=,=,=,SND_PC_DMGSWD,SND_PC_DMGSWDC,=,=,=,=,=,=,"""itm_WeaSwoHandsa.dds""","""""","""""","""""","""""",""""""
II_WEA_SWO_HANDCLAW,"""핸드클로""","""Hand Claw""","""グラディウス""","""""","""""",1,1,IK1_WEAPON,IK2_WEAPON_DIRECT,IK3_SWD,JOB_VAGRANT,TRUE,=,=,10,830,=,7200000,=,=,=,130,0,HD_ONE,=,PARTS_RWEAPON,=,0,=,=,8,=,8,=,1,=,=,=,16,18,_NONE,0,0,0,=,AT_SLASH,WT_MELEE_SWD,AS_HORIZONTAL,AS_DIAGONAL,AS_VERTICAL,AS_THRUST,=,=,=,=,=,=,=,=,=,=,=,=,=,=,AR_SHORT,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,XI_HIT_SWORD01,XI_HIT_SWORD01,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,0,0,0,0,0,0,=,=,=,=,1,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,6,=,=,=,SND_PC_DMGSWD,SND_PC_DMGSWDC,=,=,=,=,=,=,"""itm_WeaSwoHandsa.dds""","""""","""""","""""","""""",""""""
II_WEA_SWO_LEAF,"""리프소드""","""Leaf Sword""","""リ?フ?ソ?ド""","""""","""""",1,1,IK1_WEAPON,IK2_WEAPON_DIRECT,IK3_SWD,JOB_VAGRANT,TRUE,=,=,10,1400,=,7200000,=,=,=,130,0,HD_ONE,=,PARTS_RWEAPON,=,0,=,=,10,=,10,1,1,=,=,=,25,27,_NONE,0,0,0,=,AT_SLASH,WT_MELEE_SWD,AS_HORIZONTAL,AS_DIAGONAL,AS_VERTICAL,AS_THRUST,=,=,=,=,=,=,=,=,=,=,=,=,=,=,AR_SHORT,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,XI_HIT_SWORD01,XI_HIT_SWORD01,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,0,0,0,0,0,0,=,=,=,=,1,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,10,=,=,=,SND_PC_DMGSWD,SND_PC_DMGSWDC,=,=,=,=,=,=,"""itm_WeaSwoLeaf.dds""","""""","""""","""""","""""",""""""
II_WEA_SWO_PARMIL,"""파밀소드""","""Parmil Sword""","""パ?ミル?ソ?ド""","""""","""""",1,1,IK1_WEAPON,IK2_WEAPON_DIRECT,IK3_SWD,JOB_VAGRANT,TRUE,=,=,10,2400,=,7200000,=,=,=,130,0,HD_ONE,=,PARTS_RWEAPON,=,0,=,=,12,=,12,=,1,=,=,=,29,31,_NONE,0,0,0,=,AT_SLASH,WT_MELEE_SWD,AS_HORIZONTAL,AS_DIAGONAL,AS_VERTICAL,AS_THRUST,=,=,=,=,=,=,=,=,=,=,=,=,=,=,AR_SHORT,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,XI_HIT_SWORD01,XI_HIT_SWORD01,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,0,0,0,0,0,0,=,=,=,=,1,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,10,=,=,=,SND_PC_DMGSWD,SND_PC_DMGSWDC,=,=,=,=,=,=,"""itm_WeaSwoLeaf.dds""","""""","""""","""""","""""",""""""
II_WEA_SWO_PENEL,"""페넬소드""","""Penel Sword""","""ペネル?ソ?ド""","""""","""""",1,1,IK1_WEAPON,IK2_WEAPON_DIRECT,IK3_SWD,JOB_VAGRANT,TRUE,=,=,10,3000,=,7200000,=,=,=,130,0,HD_ONE,=,PARTS_RWEAPON,=,0,=,=,13,=,13,1,1,=,=,=,32,34,_NONE,0,0,0,=,AT_SLASH,WT_MELEE_SWD,AS_HORIZONTAL,AS_DIAGONAL,AS_VERTICAL,AS_THRUST,=,=,=,=,=,=,=,=,=,=,=,=,=,=,AR_SHORT,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,XI_HIT_SWORD01,XI_HIT_SWORD01,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,0,0,0,0,0,0,=,=,=,=,1,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,13,=,=,=,SND_PC_DMGSWD,SND_PC_DMGSWDC,=,=,=,=,=,=,"""itm_WeaSwoPenel.dds""","""""","""""","""""","""""",""""""
II_WEA_SWO_CRIMSON,"""크림슨소드""","""Crimson Sword""","""クリムゾン?ソ?ド""","""""","""""",1,1,IK1_WEAPON,IK2_WEAPON_DIRECT,IK3_SWD,JOB_VAGRANT,TRUE,=,=,10,3600,=,7200000,=,=,=,130,0,HD_ONE,=,PARTS_RWEAPON,=,0,=,=,14,=,14,=,1,=,=,=,34,36,_NONE,0,0,0,=,AT_SLASH,WT_MELEE_SWD,AS_HORIZONTAL,AS_DIAGONAL,AS_VERTICAL,AS_THRUST,=,=,=,=,=,=,=,=,=,=,=,=,=,=,AR_SHORT,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,XI_HIT_SWORD01,XI_HIT_SWORD01,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,0,0,0,0,0,0,=,=,=,=,1,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,13,=,=,=,SND_PC_DMGSWD,SND_PC_DMGSWDC,=,=,=,=,=,=,"""itm_WeaSwoPenel.dds""","""""","""""","""""","""""",""""""
II_WEA_SWO_FLOWER,"""플라워소드""","""Flower Sword""","""フラワ??ソ?ド""","""""","""""",1,1,IK1_WEAPON,IK2_WEAPON_DIRECT,IK3_SWD,JOB_MERCENARY,TRUE,=,=,10,4400,=,7200000,=,=,=,130,0,HD_ONE,=,PARTS_RWEAPON,=,0,=,=,15,=,15,1,1,=,=,=,38,40,_NONE,0,0,0,=,AT_SLASH,WT_MELEE_SWD,AS_HORIZONTAL,AS_DIAGONAL,AS_VERTICAL,AS_THRUST,=,=,=,=,=,=,=,=,=,=,=,=,=,=,AR_SHORT,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,XI_HIT_SWORD01,XI_HIT_SWORD01,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,0,0,0,0,0,0,=,=,=,=,1,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,15,=,=,=,SND_PC_DMGSWDB,SND_PC_DMGSWDC,=,=,=,=,=,=,"""itm_WeaSwoFlower.dds""","""""","""""","""""","""""",""""""
II_WEA_SWO_PETAL,"""페탈소드""","""Petal Sword""","""フェ?タル?ソ?ド""","""""","""""",1,1,IK1_WEAPON,IK2_WEAPON_DIRECT,IK3_SWD,JOB_MERCENARY,TRUE,=,=,10,5100,=,7200000,=,=,=,130,0,HD_ONE,=,PARTS_RWEAPON,=,0,=,=,17,=,17,=,1,=,=,=,40,42,_NONE,0,0,0,=,AT_SLASH,WT_MELEE_SWD,AS_HORIZONTAL,AS_DIAGONAL,AS_VERTICAL,AS_THRUST,=,=,=,=,=,=,=,=,=,=,=,=,=,=,AR_SHORT,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,XI_HIT_SWORD01,XI_HIT_SWORD01,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,0,0,0,0,0,0,=,=,=,=,1,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,15,=,=,=,SND_PC_DMGSWDB,SND_PC_DMGSWDC,=,=,=,=,=,=,"""itm_WeaSwoFlower.dds""","""""","""""","""""","""""",""""""
II_WEA_SWO_STAR,"""스타소드""","""Star Sword""","""スタ??ソ?ド""","""""","""""",1,1,IK1_WEAPON,IK2_WEAPON_DIRECT,IK3_SWD,JOB_MERCENARY,TRUE,=,=,10,6300,=,7200000,=,=,=,130,0,HD_ONE,=,PARTS_RWEAPON,=,0,=,=,19,=,19,1,1,=,=,=,42,44,_NONE,0,0,0,=,AT_SLASH,WT_MELEE_SWD,AS_HORIZONTAL,AS_DIAGONAL,AS_VERTICAL,AS_THRUST,=,=,=,=,=,=,=,=,=,=,=,=,=,=,AR_SHORT,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,XI_HIT_SWORD01,XI_HIT_SWORD01,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,0,0,0,0,0,0,=,=,=,=,1,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,=,15,=,=,=,SND_PC_DMGSWDB,SND_PC_DMGSWDC,=,=,=,=,=,=,"""itm_WeaSwoStar.dds""","""""","""""","""""","""""",""""""
